N_EXPEDIENT,CODI_DISTRICTE,DISTRICTE,CODI_BARRI,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,NUMERO_REGISTRE_GENERALITAT,NUMERO_PLACES,LONGITUD_X,LATITUD_Y
02-2014-0842,2,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,2,90,,,,,,,4,2,HUTB-010271,6,2.1582136300000001,41.377117759999997
02-2014-0844,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,2,160,,,,,,,3,2,HUTB-009802,3,2.16151487,41.377909330000001
02-2014-0845,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PROVENÇA,2,332,,,,,,,1,,HUTB-010236,12,2.16385242,41.395367559999997
02-2014-0847,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,DIPUTACIO,1,177,,,,,,,EN,1,HUTB-009875,10,2.1587172200000002,41.383248850000001
02-2014-0849,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,DIPUTACIO,2,470,,,,,,,AT,1,HUTB-010528,11,2.1811049599999999,41.399728359999997
02-2014-0851,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,DIPUTACIO,2,470,,,,,,,3,1,HUTB-010524,11,2.1811049599999999,41.399728359999997
02-2014-0853,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,DIPUTACIO,2,470,,,,,,,PR,2,HUTB-010525,7,2.1811049599999999,41.399728359999997
02-2014-0854,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,DIPUTACIO,2,470,,,,,,,5,3,HUTB-010526,11,2.1811049599999999,41.399728359999997
02-2014-0855,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,66,,,,,,,EN,1,HUTB-009664,8,2.1578844199999998,41.386944909999997
02-2014-0856,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,DIPUTACIO,2,470,,,,,,,4,1,HUTB-010527,11,2.1811049599999999,41.399728359999997
02-2014-0857,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,2,32,,,,,,,2,,HUTB-009597,7,2.1599974799999999,41.38363725
02-2014-0859,2,L'EIXAMPLE,5,el Fort Pienc,Carrer,AUSIAS MARC,2,76,,,,,,,EN,2,HUTB-009942,11,2.1783667800000002,41.392243039999997
02-2014-0861,2,L'EIXAMPLE,10,Sant Antoni,Avinguda,MISTRAL,2,24,,,,,,B,4,2,HUTB-016728,6,2.1560927400000001,41.375175259999999
02-2014-0867,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,COMTE D'URGELL,2,90,,,,,,,3,1,HUTB-009945,7,2.1565692699999999,41.381163620000002
02-2014-0869,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,23,,,,,,,4,1A,HUTB-009934,3,2.1656784299999998,41.385033960000001
02-2014-0871,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ARAGO,1,19,,,,,,,2,1,HUTB-009596,2,2.14566211,41.376838749999997
02-2014-0872,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,123,,,,,,,1,1,HUTB-009749,6,2.15428994,41.389386020000003
02-2014-0875,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,ENAMORATS,1,93,,,,,,,1,3,HUTB-010025,6,2.1817574,41.404272310000003
02-2014-0876,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,1,1,HUTB-010501,4,2.1750005899999998,41.394468809999999
02-2014-0877,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,42,,,,,,,4,4,HUTB-010472,6,2.15954969,41.380561219999997
02-2014-0878,2,L'EIXAMPLE,5,el Fort Pienc,Passeig,SANT JOAN,2,4,,,,,,,2,1,HUTB-009845,4,2.1789535799999999,41.389970179999999
02-2014-0879,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,1,2,HUTB-010509,4,2.1750005899999998,41.394468809999999
02-2014-0880,2,L'EIXAMPLE,5,el Fort Pienc,Passeig,SANT JOAN,2,4,,,,,,,3,2,HUTB-009846,2,2.1789535799999999,41.389970179999999
02-2014-0881,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,2,2,HUTB-010508,4,2.1750005899999998,41.394468809999999
02-2014-0882,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,2,16,,,,,,,2,5,HUTB-010606,14,2.1678324600000001,41.387483209999999
02-2014-0883,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,3,1,HUTB-010507,4,2.1750005899999998,41.394468809999999
02-2014-0884,2,L'EIXAMPLE,5,el Fort Pienc,Passeig,SANT JOAN,2,4,,,,,,,1,1,HUTB-009848,4,2.1789535799999999,41.389970179999999
02-2014-0885,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,3,2,HUTB-010506,4,2.1750005899999998,41.394468809999999
02-2014-0886,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,4,1,HUTB-010505,4,2.1750005899999998,41.394468809999999
02-2014-0887,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,DIPUTACIO,1,239,,,,,,B,1,5,HUTB-009882,5,2.16355729,41.38688655
02-2014-0888,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,4,2,HUTB-010504,5,2.1750005899999998,41.394468809999999
02-2014-0889,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,AT,2,HUTB-010503,3,2.1750005899999998,41.394468809999999
02-2014-0890,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,136,,,,,,,2,1,HUTB-010502,4,2.1750005899999998,41.394468809999999
02-2014-0893,2,L'EIXAMPLE,5,el Fort Pienc,Passeig,SANT JOAN,2,4,,,,,,,3,1,HUTB-009850,4,2.1789535799999999,41.389970179999999
02-2014-0895,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PELAI,1,9,,,,H3,,,3,2,HUTB-014066,6,2.1654292100000001,41.384008530000003
02-2014-0896,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PELAI,1,9,,,,H2,,,3,2,HUTB-014065,4,2.1654292100000001,41.384008530000003
02-2014-0898,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROSSELLO,2,202,,,,,,,EN,2,HUTB-009631,5,2.1566120600000001,41.391590860000001
02-2014-0899,2,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,2,4,,,,,,,1,1,HUTB-010288,4,2.1602865000000002,41.37359283
02-2014-0901,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,77,,,,,,,1,2,HUTB-009994,8,2.15558732,41.377115490000001
02-2014-0902,2,L'EIXAMPLE,10,Sant Antoni,Carrer,ENTENÇA,2,32,,,,,,D,AT,2,HUTB-010034,6,2.1529458099999998,41.375316290000001
02-2014-0904,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,183,,,,,,,2,1,HUTB-009784,5,2.1553745499999999,41.389237799999997
02-2014-0905,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,109,,,,,,,4,2,HUTB-010344,11,2.1561336400000002,41.374130530000002
02-2014-0906,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,109,,,,,,,PR,1,HUTB-010336,5,2.1561336400000002,41.374130530000002
02-2014-0909,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,109,,,,,,,PR,2,HUTB-010337,5,2.1561336400000002,41.374130530000002
02-2014-0910,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PARIS,1,127,,,,,,,2,2,HUTB-010207,6,2.1477200999999999,41.388599820000003
02-2014-0915,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,109,,,,,,,1,1,HUTB-010339,12,2.1561336400000002,41.374130530000002
02-2014-0918,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,109,,,,,,,1,2,HUTB-010342,12,2.1561336400000002,41.374130530000002
02-2014-0920,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,109,,,,,,,2,1,HUTB-010343,11,2.1561336400000002,41.374130530000002
02-2014-0922,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,109,,,,,,,3,1,HUTB-010345,11,2.1561336400000002,41.374130530000002
02-2014-0923,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,109,,,,,,,2,2,HUTB-010331,12,2.1561336400000002,41.374130530000002
02-2014-0924,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,109,,,,,,,4,1,HUTB-010332,12,2.1561336400000002,41.374130530000002
02-2014-0925,2,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,1,109,,,,,,,3,2,HUTB-010335,12,2.1561336400000002,41.374130530000002
02-2014-0926,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,,,,,,5,2,HUTB-009777,9,2.15113515,41.386070519999997
02-2014-0927,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,,,,,,6,3,HUTB-009771,6,2.15113515,41.386070519999997
02-2014-0928,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,,,,,,5,4,HUTB-009775,9,2.15113515,41.386070519999997
02-2014-0929,2,L'EIXAMPLE,10,Sant Antoni,Carrer,PARLAMENT,1,29,,,,,,,EN,2,HUTB-010295,2,2.16145414,41.374745859999997
02-2014-0930,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,,,,,,4,2,HUTB-009776,9,2.15113515,41.386070519999997
02-2014-0931,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,,,,,,3,2,HUTB-009778,10,2.15113515,41.386070519999997
02-2014-0932,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,,,,,,2,4,HUTB-009774,7,2.15113515,41.386070519999997
02-2014-0933,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,29,,,,,,,EN,1,HUTB-009658,7,2.15978381,41.385231179999998
02-2014-0934,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,,,,,,PR,1,HUTB-009773,7,2.15113515,41.386070519999997
02-2014-0935,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,131,,,,,,,6,2,HUTB-009772,9,2.15113515,41.386070519999997
02-2014-0936,2,L'EIXAMPLE,10,Sant Antoni,Plaça,UNIVERSITAT,1,1,,,,,,,5,2,HUTB-009931,8,2.1622028100000001,41.383396529999999
02-2014-0937,2,L'EIXAMPLE,10,Sant Antoni,Plaça,UNIVERSITAT,1,1,,,,,,,5,1B,HUTB-009930,3,2.1622028100000001,41.383396529999999
02-2014-0938,2,L'EIXAMPLE,10,Sant Antoni,Plaça,UNIVERSITAT,1,1,,,,,,,4,1A,HUTB-009929,6,2.1622028100000001,41.383396529999999
02-2014-0939,2,L'EIXAMPLE,10,Sant Antoni,Plaça,UNIVERSITAT,1,1,,,,,,,5,1A,HUTB-009928,6,2.1622028100000001,41.383396529999999
02-2014-0940,2,L'EIXAMPLE,10,Sant Antoni,Plaça,UNIVERSITAT,1,1,,,,,,,4,1B,HUTB-009927,5,2.1622028100000001,41.383396529999999
02-2014-0943,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,2,4,,,,,,,1,3,HUTB-010042,10,2.1486000700000001,41.375328779999997
02-2014-0944,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,1,321,,,,,,,2,3,HUTB-010170,8,2.1672154899999998,41.394755510000003
02-2014-0946,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,364,,,,,,,4,2,HUTB-009986,4,2.1695104700000001,41.403742540000003
02-2014-0948,2,L'EIXAMPLE,6,la Sagrada Família,Plaça,SAGRADA FAMILIA,2,10,,,,,,,3,3,HUTB-009654,6,2.1712675899999998,41.401201280000002
02-2014-0949,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,VALENCIA,2,120,,,,,,,PR,1,HUTB-010155,7,2.1503474599999999,41.38178302
02-2014-0951,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PROVENÇA,2,304,,,,,,,SA,24,HUTB-010233,5,2.1616520600000002,41.39370581
02-2014-0953,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,AUSIAS MARC,2,14,,,,,,,5,C,HUTB-009941,8,2.1737637400000001,41.388795450000003
02-2014-0954,2,L'EIXAMPLE,10,Sant Antoni,Carrer,ROCAFORT,2,66,,,,,,,3,4,HUTB-010363,8,2.1535792599999999,41.37654191
02-2014-0956,2,L'EIXAMPLE,10,Sant Antoni,Carrer,ROCAFORT,2,66,,,,,,,PR,2,HUTB-010361,8,2.1535792599999999,41.37654191
02-2014-0957,2,L'EIXAMPLE,10,Sant Antoni,Carrer,ROCAFORT,2,66,,,,,,,PR,3,HUTB-010360,8,2.1535792599999999,41.37654191
02-2014-0958,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,2,266,,,,,,,2,1,HUTB-009609,5,2.1628438000000001,41.389383270000003
02-2014-0959,2,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,1,133,,,,,,,PR,1,HUTB-010543,9,2.1612983799999999,41.379715939999997
02-2014-0960,2,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,1,133,,,,,,,PR,3,HUTB-010542,7,2.1612983799999999,41.379715939999997
02-2014-0961,2,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,1,133,,,,,,,EN,1,HUTB-010541,7,2.1612983799999999,41.379715939999997
02-2014-0962,2,L'EIXAMPLE,10,Sant Antoni,Carrer,FLORIDABLANCA,1,133,,,,,,,EN,4,HUTB-010540,7,2.1612983799999999,41.379715939999997
02-2014-0963,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,VILAMARI,1,101,,,,,,,1,1,HUTB-010399,2,2.1442216699999999,41.379855589999998
02-2014-0964,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,340,,,,,,,4,2,HUTB-042967,5,2.1712397700000001,41.402428559999997
02-2014-0965,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,340,,,,,,,PR,2,HUTB-052454,5,2.1712397700000001,41.402428559999997
02-2014-0966,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,340,,,,,,,1,2,HUTB-009978,5,2.1712397700000001,41.402428559999997
02-2014-0969,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,340,,,,,,,3,2,HUTB-009979,5,2.1712397700000001,41.402428559999997
02-2014-0970,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SARDENYA,2,340,,,,,,,2,2,HUTB-009980,5,2.1712397700000001,41.402428559999997
02-2014-0971,2,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,586,,,,,,,PR,1,HUTB-013202,14,2.1617942800000001,41.383212579999999
02-2014-0972,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,1,15,,,,,,,4,2,HUTB-004931,8,2.1741607300000001,41.389709369999999
02-2014-0973,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BALMES,2,82,,84,,,,,2,2,HUTB-010004,27,2.1593924200000001,41.389213329999997
02-2014-0975,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,GIRONA,1,39,,,,,,,3,2,HUTB-010418,16,2.1726374800000001,41.390859390000003
02-2014-0979,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,1,3,,,,,,,6,2,HUTB-010604,4,2.1681685499999999,41.386369430000002
02-2014-0984,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,CASTILLEJOS,1,243,,,,,,,6,1,HUTB-009814,6,2.1791537499999998,41.403034470000001
02-2014-0988,2,L'EIXAMPLE,10,Sant Antoni,Carrer,CALABRIA,2,62,,,,,,,1,2,HUTB-009716,8,2.15623349,41.376233190000001
02-2014-0989,2,L'EIXAMPLE,6,la Sagrada Família,Avinguda,DIAGONAL,2,310,,,,,,,1,3,HUTB-010031,8,2.17500582,41.399085849999999
02-2014-0990,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,VALENCIA,1,435,,,,,,,4,2,HUTB-010385,8,2.17505039,41.400631160000003
02-2014-0991,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Passatge,BATLLO,2,4,B,,,,,,1,1,HUTB-010090,3,2.1503212700000001,41.386444869999998
02-2014-0993,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Passatge,BATLLO,2,4,B,,,,,,3,1,HUTB-010089,3,2.1503212700000001,41.386444869999998
02-2014-0994,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Passatge,BATLLO,2,4,B,,,,,,3,2,HUTB-010088,3,2.1503212700000001,41.386444869999998
02-2014-0995,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Passatge,BATLLO,2,4,B,,,,,,2,2,HUTB-010087,3,2.1503212700000001,41.386444869999998
02-2014-0996,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Passatge,BATLLO,2,4,B,,,,,,2,1,HUTB-010086,3,2.1503212700000001,41.386444869999998
02-2014-0997,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Passatge,BATLLO,2,4,B,,,,,,1,2,HUTB-010085,3,2.1503212700000001,41.386444869999998
02-2014-0999,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,PROVENÇA,2,316,,,,,,,PR,1,HUTB-010235,2,2.1626200299999998,41.394438880000003
02-2014-1001,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,2,222,,,,,,,3,2,HUTB-009603,9,2.15910293,41.38659749
02-2014-1002,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,1,125,,,,,,,1,2,HUTB-010561,4,2.15412721,41.38437965
02-2014-1005,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BALMES,2,24,,,,,,,2,1,HUTB-010007,8,2.1637537099999999,41.385922049999998
02-2014-1006,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ROGER DE FLOR,2,222,B,,,,,,6,2,HUTB-010510,3,2.1694594399999998,41.3986698
02-2014-1007,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,157,,,,,,,EN,1,HUTB-010001,7,2.1603856100000001,41.380730829999997
02-2014-1009,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,157,,,,,,,EN,2,HUTB-010306,7,2.1603856100000001,41.380730829999997
02-2014-1010,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,157,,,,,,,PR,1,HUTB-010304,7,2.1603856100000001,41.380730829999997
02-2014-1011,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,157,,,,,,,PR,2,HUTB-010302,7,2.1603856100000001,41.380730829999997
02-2014-1012,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,157,,,,,,,4,1,HUTB-010308,7,2.1603856100000001,41.380730829999997
02-2014-1013,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,217,,,,,,,2,3,HUTB-009550,10,2.1565753600000002,41.383343490000001
02-2014-1014,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,72,,,,,,,3,1,HUTB-009743,10,2.1577254199999998,41.383650150000001
02-2014-1015,2,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,30,,,,,,,EN,2,HUTB-010471,6,2.1603356800000002,41.379971789999999
02-2014-1016,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,1,51,,,,,,,1,1B,HUTB-009647,6,2.1630760000000002,41.390482830000003
02-2014-1017,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,1,51,,,,,,,1,1A,HUTB-009662,6,2.1630760000000002,41.390482830000003
02-2014-1018,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,1,51,,,,,,,1,2B,HUTB-009665,6,2.1630760000000002,41.390482830000003
02-2014-1019,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passeig,GRACIA,1,51,,,,,,,2,1,HUTB-009668,8,2.1630760000000002,41.390482830000003
02-2014-1027,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,SANT ANTONI MARIA CLARET,2,224,,,,,,,5,1,HUTB-009830,5,2.1736437799999999,41.409513949999997
02-2014-1028,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,MALLORCA,1,301,,,,,,B,1,2,HUTB-001080,7,2.1654041799999999,41.395101629999999
02-2014-1029,2,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,2,66,,,,,,,SA,2,HUTB-009993,4,2.15469592,41.376170979999998
02-2014-1030,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,2,282,,,,,,,2,2,HUTB-009694,11,2.16453418,41.390688109999999
02-2014-1031,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,ARAGO,2,282,,,,,,,2,1,HUTB-009693,7,2.16453418,41.390688109999999
02-2014-1032,2,L'EIXAMPLE,8,l'Antiga Esquerra de l'Eixample,Carrer,CASANOVA,2,62,,,,,,,1,2,HUTB-009742,8,2.1581543299999999,41.383327090000002
02-2014-1033,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,125,,,,,,,4,2,HUTB-010084,15,2.1678383000000001,41.396193099999998
02-2014-1034,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,125,,,,,,,3,2,HUTB-010083,4,2.1678383000000001,41.396193099999998
02-2014-1035,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,125,,,,,,,2,1,HUTB-010082,17,2.1678383000000001,41.396193099999998
02-2014-1036,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,125,,,,,,,2,2,HUTB-010081,17,2.1678383000000001,41.396193099999998
02-2014-1037,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,125,,,,,,,1,1,HUTB-010080,15,2.1678383000000001,41.396193099999998
02-2014-1038,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,125,,,,,,,1,2,HUTB-007425,8,2.1678383000000001,41.396193099999998
02-2014-1039,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,BAILEN,1,125,,,,,,,PR,2,HUTB-010078,8,2.1678383000000001,41.396193099999998
02-2014-1040,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,VALENCIA,2,284,,,,,,,3,2A,HUTB-010167,8,2.1636357799999999,41.391780879999999
02-2014-1042,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passatge,PERMANYER,1,1,,,,,,,,,HUTB-009731,21,2.1671235000000002,41.390242800000003
02-2014-1043,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,23,,,,,,,6,2,HUTB-010149,17,2.1656784299999998,41.385033960000001
02-2014-1045,2,L'EIXAMPLE,5,el Fort Pienc,Passeig,SANT JOAN,2,2,,,,,,,1,2,HUTB-011062,8,2.1792183600000001,41.38985589
02-2014-1046,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Passatge,COLL DEL PORTELL,1,5,,,,,,,BJ,2,HUTB-009908,8,2.1743394999999999,41.395892310000001
02-2014-1047,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,MARINA,2,334,,,,,,,2,4,HUTB-009526,8,2.17067458,41.404820950000001
02-2014-1048,2,L'EIXAMPLE,6,la Sagrada Família,Carrer,CASTILLEJOS,2,320,,,,,,,EN,2,HUTB-009816,4,2.1737769600000001,41.407410830000003
02-2014-1049,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,343,,,,,,,2,2,HUTB-010327,11,2.1639021399999998,41.388858749999997
02-2014-1050,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,343,,,,,,,3,1,HUTB-010323,15,2.1639021399999998,41.388858749999997
02-2014-1051,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,341,,,,,,,3,1B,HUTB-010173,8,2.1637663800000002,41.388755320000001
02-2014-1053,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,341,,,,,,,3,2B,HUTB-010172,2,2.1637663800000002,41.388755320000001
02-2014-1054,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,341,,,,,,,3,2A,HUTB-010174,3,2.1637663800000002,41.388755320000001
02-2014-1055,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,341,,,,,,,4,1A,HUTB-010171,7,2.1637663800000002,41.388755320000001
02-2014-1056,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,341,,,,,,,5,1A,HUTB-010175,5,2.1637663800000002,41.388755320000001
02-2014-1057,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,341,,,,,,,5,2B,HUTB-010176,5,2.1637663800000002,41.388755320000001
02-2014-1058,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,341,,,,,,,2,2B,HUTB-010177,7,2.1637663800000002,41.388755320000001
02-2014-1059,2,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,65,,,,,,,PR,3,HUTB-009936,2,2.1605094600000001,41.37614361
02-2014-1060,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,341,,,,,,,2,2A,HUTB-010178,6,2.1637663800000002,41.388755320000001
02-2014-1061,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,341,,,,,,,4,2,HUTB-010179,21,2.1637663800000002,41.388755320000001
02-2014-1062,2,L'EIXAMPLE,7,la Dreta de l'Eixample,Carrer,CONSELL DE CENT,1,341,,,,,,,4,1B,HUTB-010180,12,2.1637663800000002,41.388755320000001
02-2014-1065,2,L'EIXAMPLE,9,la Nova Esquerra de l'Eixample,Carrer,ENTENÇA,2,174,,,,,,,PR,,HUTB-010035,2,2.1441883599999998,41.381928639999998
